Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Thu, 15 Oct 2020 02:11:23 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2013-0347-ROU,2013,0347,Natural,Hydrological,Flood,Riverine flood,,,Affected,Romania,ROU,Eastern Europe,Europe,"Galati, Braila, Tulcea provinces",Torrential rains,,,,,,,7171,Km2,,27.55,,,2013,9,11,2013,9,15,9,,5400,,5400,,,11000,"91,1207940325"
2013-0278-RUS,2013,0278,Natural,Hydrological,Flood,Riverine flood,,,Affected,Russian Federation (the),RUS,Eastern Europe,Europe,"Zeya district (Amurskaya Oblast province) ; Yevreyskaya A. Oblast, Khabarovskiy Kray province",Heavy rains,,,,,Yes,,102479,Km2,50.0043,128.42,,"Amur, Zeya rivers",2013,8,1,2013,8,7,,,34135,,34135,,,1000000,"91,1207940325"
2013-0303-RUS,2013,0303,Natural,Hydrological,Flood,Riverine flood,,,Affected,Russian Federation (the),RUS,Eastern Europe,Europe,Novomikhaylovskiy city (Krasnodarskiy Kray province),Torrential rains,,,,,,,2432,Km2,44.3289,39.25,,,2013,2,20,2013,3,4,4,,1500,,1500,,,,"91,1207940325"
2013-0060-RUS,2013,0060,Natural,Extra-terrestrial,Impact,,,,Affected,Russian Federation (the),RUS,Eastern Europe,Europe,Chelyabinsk (Ural Region),,,,,No,No,,,,,,,,2013,2,15,2013,2,15,,1491,300000,,301491,,,33000,"91,1207940325"
2013-0205-SVK,2013,0205,Natural,Hydrological,Flood,Riverine flood,,,Kill,Slovakia,SVK,Eastern Europe,Europe,"Bratislava, Nitra, Trnava provinces",,,,,,,,,Km2,,,,"Danube, Morava",2013,6,3,2013,6,5,1,,,,,,,,"91,1207940325"
2013-0517-SWE,2013,0517,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Xaver,Affected,Sweden,SWE,Northern Europe,Europe,"Blekinge Laen, Dalarnas Laen, Gaevleborgs Laen, Gotlands Laen, Hallands Laen, Jaemtlands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Norrbottens Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaesterbottens Laen, Vaesternorrlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces",,,,,,,,,Kph,,,,,2013,12,7,2013,12,7,7,,,,,,,,"91,1207940325"
2013-0410-UKR,2013,0410,Natural,Hydrological,Flood,Riverine flood,,,Affected,Ukraine,UKR,Eastern Europe,Europe,Odes'ka province,,,,,,,,,Km2,,,,,2013,9,14,2013,9,15,2,,265,1995,2260,,,21000,"91,1207940325"
2013-0379-SRB,2013,0379,Natural,Hydrological,Flood,Flash flood,,,Affected,Serbia,SRB,Southern Europe,Europe,"Gjakova, Istog, Peja, Klina municipalities (Pecki province), Skenderaj, Mitrove municipalities (Kosovsko-mitrovatski province), Kramenice municipality (Kosovsko-pomoravski province)",Heavy rains,,,,,,,,Km2,,,,"Drini I Bardhe, Klina, Bistrica,Lushta",2013,3,14,2013,3,14,,,2670,,2670,,,,"91,1207940325"
2013-0061-SRB,2013,0061,Natural,Hydrological,Flood,Riverine flood,,,Affected,Serbia,SRB,Southern Europe,Europe,"Bujanovac, Vranje, Trgoviste municipalities (Pcinjski province)",Heavy rains,,,,,Yes,,,Km2,,,,Kozjodolska river,2013,2,24,2013,2,26,,,330,,330,,,,"91,1207940325"
2014-0210-BGR,2014,0210,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bulgaria,BGR,Eastern Europe,Europe,"Varna, Dobrich, Velkiko Tarnovo, Burgas, Montana, Kustendil, Plovdiv, Haskovo, Jambol, Sofia, Sofia-city provinces",Torrential rains,Storm,Hail,,,Yes,,24415,Km2,,,,,2014,6,19,2014,6,25,15,,,1260,1260,,,377000,"92,5989805738"
2014-0128-SRB,2014,0128,Natural,Hydrological,Flood,Riverine flood,,,Declar,Serbia,SRB,Southern Europe,Europe,"Lucani municipality (Moravicki province), Zitoradja, Prokuplje, Kursumilja municipalities (Toplicki province), Zajecar municipality (Zajecarski province), Zagubica municipality (Branicevski province), Doljevac municiplality (Nisavski province)",Heavy rains and melting snow,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,44.0617,24.49,,,2014,4,16,2014,4,17,,,3000,,3000,,,,"92,5989805738"
2014-0164-SRB,2014,0164,Natural,Hydrological,Flood,Riverine flood,,,Declar,Serbia,SRB,Southern Europe,Europe,"Ljig, Valjevo municipalities (Kolubarski province), Krupanj, Mali Zvornik, Loznica, Sabac, Ljubovija municipalities (Macvanski province), Gornji Milanovac, Cacak municipalities (Moravicki province), Grocka, Lazarevac, Obrenovac, Belgrade municipalities (Grad Beograd province), Bajina Basta municipality (Zlatiborski province)",Heavy rains,"Slide (land, mud, snow, rock)",,Yes,,Yes,,,Km2,,,,"Sava, Drina, Morava rivers",2014,5,13,2014,5,20,51,,49600,,49600,,,2048262,"92,5989805738"
2014-0164-BIH,2014,0164,Natural,Hydrological,Flood,Riverine flood,,,Declar,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Sanski Most municipality (Unsko-sanski district), Srpski Sanski Most municipality (Sanski Most discrict), Banja Luka municipality (Banja Luka district), Celinac municipality (Celinac district), Kotor Varos municipality (Kotor Varos district), Zenica, Zepce, Maglaj, Vares, Kakanj, Visoko, Olovo, Doboj-Jug, Breza, Doboj-Jug municipalities (Zenicko-Dobojski district), Tuzla, Celic, Srebrenik, Gracanica, Gradacac, Kladanj, Lukavac, Sapna, Brcko, Doboj-Istok municipalities (Tuzlansko-podrinjski, Tuzla, Kladanj, Gracanica districts), Bijeljina municipality (Bijeljina disctict), Brcko municipality (Brcko district),Petrovo municipality (Maglaj, Gracanica districts), Doboj municipality (Doboj, Tesanj districts), Modrica municipality (Modrica district), Samac municipality (Bosanski Samac district), Domaljevac-Samac municipality (Posavski district), Zvornik municipality (Zvornik district), Bratunac municipality (Bratunac district), Srebrenica municipality (Srebrenica district), Stari Grad Sarajevo municipality (Sarajevo district), Sekovici municipality (Sekovici district)",Heavy rains,"Slide (land, mud, snow, rock)",,Yes,,Yes,,,Km2,,,,Miljacka,2014,5,13,2014,5,20,25,,1000000,,1000000,,,436580,"92,5989805738"
2014-0280-BGR,2014,0280,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bulgaria,BGR,Eastern Europe,Europe,"Mizija, Borovan, Bjala Slatina districts (Vratca province) ; Sofia, Plovdic, Montana provinces",Heavy rains,Broken Dam/Burst bank,,,,,,,Km2,,,,Skat rivers,2014,7,31,2014,8,2,2,,7247,,7247,,,,"92,5989805738"
2014-0030-POL,2014,0030,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Poland,POL,Eastern Europe,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",,,,,,,,-24,°C,,,,,2014,1,23,2014,1,27,78,,,,,,,,"92,5989805738"
2014-0008-PRT,2014,0008,Natural,Meteorological,Storm,Convective storm,,,Affected,Portugal,PRT,Southern Europe,Europe,Porto province,,,,,,,,,Kph,,,,,2014,1,4,2014,1,7,,4,50,,54,,,,"92,5989805738"
2014-0067-PRT,2014,0067,Natural,Meteorological,Storm,Extra-tropical storm,,Ulla,Affected,Portugal,PRT,Southern Europe,Europe,Ilha Da Madeira province,,,,,,,,,Kph,,,,,2014,2,15,2014,2,16,1,,,,,,,,"92,5989805738"
2014-0128-ROU,2014,0128,Natural,Hydrological,Flood,Riverine flood,,,Declar,Romania,ROU,Eastern Europe,Europe,"Alba, Arges, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Hunedoara, Ialomita, Mehedinti, Olt, Prahova, Sibiu, Teleorman, Timis, Tulcea, Vilcea, Vrancea provinces",Heavy rains and melting snow,,,,,Yes,,,Km2,44.0617,24.49,,Vedea,2014,4,19,2014,4,22,,,525,,525,,,,"92,5989805738"
2014-0030-ROU,2014,0030,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Romania,ROU,Eastern Europe,Europe,Bucarest province,,,,,,,,-18,°C,,,,,2014,1,26,2014,1,31,13,,,,,,,,"92,5989805738"
2014-0046-SVN,2014,0046,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Affected,Slovenia,SVN,Southern Europe,Europe,Notranjsko-kraska province,,,,Yes,,Yes,,,°C,,,,,2014,1,31,2014,2,2,1,,50000,,50000,,,,"92,5989805738"
2014-0080-SRB,2014,0080,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Affected,Serbia,SRB,Southern Europe,Europe,"Backa Topola city (Severno-backi province), Zrenjanin city (Srednje-banatski province), Kikinda city (Severno-banatski province), Juzno-backi province",,,,,,Yes,,,°C,,,,,2014,1,28,2014,2,2,,,3000,,3000,,,,"92,5989805738"
2014-0209-BEL,2014,0209,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Belgium,BEL,Western Europe,Europe,"Region de Bruxelles-Capitale, Vlaams Gewest, Region wallonne provinces",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,,,,,,,,,"92,5989805738"
2014-0404-BGR,2014,0404,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,Bulgaria,BGR,Eastern Europe,Europe,Sofia-city province,,,,,,,,,Kph,,,,,2014,7,8,2014,7,8,1,40,,,40,,73000,545000,"92,5989805738"
2014-0368-BGR,2014,0368,Natural,Hydrological,Flood,Riverine flood,,,Declar,Bulgaria,BGR,Eastern Europe,Europe,"Burgas, Primorsko districts (Burgas province), Lovetch district (Lovetch province), Harmanli, Simeongrad, Dimitrovgrad districts (Haskovo province) Radnevo, Galabovo districts (Stara Zagora province), Mizija district (Vratca province)",Severe thunderstorm and heavy rainfall,,,,,Yes,,7804,Km2,,,,Ropotamo riber,2014,9,4,2014,9,6,3,,,,,,,10000,"92,5989805738"
2014-0329-BIH,2014,0329,Natural,Hydrological,Flood,Flash flood,,,Affected,Bosnia and Herzegovina,BIH,Southern Europe,Europe,Cazin municipality (Unsko-sanski district),,,,,,,,,Km2,,,,,2014,9,14,2014,9,15,,,,,,,,,"92,5989805738"
2014-0306-BIH,2014,0306,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Banja Luka municipality (Banja Luka district), Tuzla municipality (Tuzla,Tuzlansko-podrinjski districts) , Bijeljina municipality (Bijeljina district), Zepce municipality (Zenicko-dobojski district)",Torrential rain,,,,,Yes,,,Km2,,,,,2014,8,6,2014,8,6,1,,600,,600,,,,"92,5989805738"
2015-0023-ALB,2015,0023,Natural,Hydrological,Flood,Riverine flood,,,Affected,Albania,ALB,Southern Europe,Europe,"Berat, Kucove, Skrapar provinces (Berat prefecture), Vlore, Delvine, Sarande provinces (Vlore prefecture), Fier, Lushnje, Mallakaster provinces (Fier prefecture) Elbasan, Gramsh, Librazhd, Peqin provinces (Elbasan prefecture) , Gjirokaster, Permet, Tepelene provinces (Gjirokaster prefecture)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Vjosa, Devoll, Osum, Serman rivers",2015,2,1,2015,2,2,,,42000,,42000,,,,"92,7088219861"
2015-0038-ALB,2015,0038,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Albania,ALB,Southern Europe,Europe,"Fier, Vlore, Kukes provinces",,,,,,,,,Km2,,,,,2015,1,31,2015,2,2,,,,,,,,,"92,7088219861"
2015-0542-ALB,2015,0542,Natural,Hydrological,Flood,,,,Affected,Albania,ALB,Southern Europe,Europe,"Kukes, Has, Tropoje provinces (Kukes prefecture), Diber, Bulqize, Mat (Diber prefecture), Durres, Kruje provinces (Durres prefecture), Shkoder, Malesi E Madhe, Puke (Shkoder prefecture) (North); Gjirokaster, Permet, Tepelene (Gjirokaster prefecture) (South), Tirane province",Heavy rain,,,,,,,11410,Km2,41.287,19.966,,,2015,11,21,2015,12,4,1,,300,,300,,,,"92,7088219861"
2015-0410-BEL,2015,0410,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Belgium,BEL,Western Europe,Europe,"Vlaams Gewest, Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne provinces",,,,,,,,,°C,,,,,2015,6,30,2015,7,5,410,,,,,,,,"92,7088219861"
2015-0038-BGR,2015,0038,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Bulgaria,BGR,Eastern Europe,Europe,"Blagoevgrad, Petrich districts (Blagoevgrad province), Burgas district (Burgas province), Smoljan, Devin districts (Smoljan province), Dalgopol, Avren districts (Varna province), Topolovgrad district (Haskovo province), Strazhitca district (Veliko Tarnovo province), Boljarovo district (Jambol province), Vurshetc district (Montana province), Dobrich, Kardzhali provinces",Heavy rains and strong winds,,,,,,,,Km2,,,,,2015,2,1,2015,2,4,5,,,,,,,5800,"92,7088219861"
2015-0465-BIH,2015,0465,Natural,Hydrological,Flood,Flash flood,,,Affected,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Bosanska Dubica district (Knezica village, Kozarska Dubica town and municipality), Prijedor district, Bosanski Novi district(Novi Grad city, Kostajnica city), Bosanska Gradiska district (Gradiska city) (Republika Srpska province), Unsko-sanski district (Bihac city) (Federacija Bosne I Hercegovine province)",,,,,,,,,Km2,,,,Una,2015,10,14,2015,10,16,,,,,,,,,"92,7088219861"
2016-0211-BEL,2016,0211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Belgium,BEL,Western Europe,Europe,"Manage village (Mons region, Hainaut district, Region wallonne province), Jodoigne city (Brabant wallon district, Region wallonne province), Brussels airport, Atomium monument (Area without administrative 2nd division, Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes province)",,Flood,,,,,,,Kph,,,,,2016,6,23,2016,6,24,1,,,,,,,,"93,8784364843"
2016-0420-ALB,2016,0420,Natural,Hydrological,Flood,,,,Affected,Albania,ALB,Southern Europe,Europe,"Vlora, Fier provinces, Klos district (Mat province), Kelcyre district (Permet province), Tirane district (Tirane province)",Heavy rains,,,,,,,16543,Km2,42.254,19.446,,"Fierza, Koman, Vau i Dejes, Ulza, Shkopet, Drini, Mat, Vjosa, Elbasani, Berat, Gjirokastra, Vlora",2016,11,7,2016,11,10,2,,4500,,4500,,,,"93,8784364843"
2016-0179-AUT,2016,0179,Natural,Hydrological,Flood,,,,Kill,Austria,AUT,Western Europe,Europe,"Salzburg province, Braunau am Inn district (Oberosterreich province)",Heavy rains,,,,,,,,Km2,,,,,2016,6,1,2016,6,1,,,,,,,,,"93,8784364843"
2016-0179-BEL,2016,0179,Natural,Hydrological,Flood,,,,Kill,Belgium,BEL,Western Europe,Europe,"Harsin area (Nassogne commune, Luxembourg district, Region wallonne province)",Thunderstorms,,,,,,,,Km2,,,,,2016,6,2,2016,6,8,1,,,,,,,,"93,8784364843"
2014-0388-FRA,2014,0388,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,France,FRA,Western Europe,Europe,"Lamalou-les-Bains city (Herault district, Languedoc-Rousillon province) ; Aveyron distric (Midi-Pyrénées province), Gard district (Languedoc-Rousillon province) Ardeche district (Rhone-Alpes province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2014,9,18,2014,9,18,6,,,,,,145000,182000,"92,5989805738"
2014-0458-ITA,2014,0458,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Italy,ITA,Southern Europe,Europe,"Moscazzano town (Cremona district, Lombardia province), Crevacuore town (Biella district, Piemonte province), Milano district (Lombardia province)",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,"Seveso, Lambro",2014,11,12,2014,11,16,5,,,,,,,250000,"92,5989805738"
2014-0448-ITA,2014,0448,Natural,Hydrological,Flood,Flash flood,,,SigDam,Italy,ITA,Southern Europe,Europe,"Genova district (Liguria province), Torino district (Piemonte province), Parma district (Emilia-romagna province), Padova district (Veneto province), Brescia district (Lombardia province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2014,10,8,2014,10,11,1,,,,,,,303000,"92,5989805738"
2014-0419-GRC,2014,0419,Natural,Hydrological,Flood,Flash flood,,,Declar,Greece,GRC,Southern Europe,Europe,"Athens city (Attikis district, Attiki province), Pireas, Ilion, Archarnes, Peristeri, Perama, Menidi, Aegaleo, Aghioi Anargoiri villages (Attikis district, Attiki province)",Depression 'Gonzalo',Storm,,,,Yes,,,Km2,,,,,2014,10,24,2014,10,24,,,,,,,,,"92,5989805738"
2014-0488-FRA,2014,0488,Natural,Hydrological,Flood,Flash flood,,,Affected,France,FRA,Western Europe,Europe,"Argeles city (Pyrénées-Orientales district, Languedoc-Rousillon province); Pyrénées-Orientales, Aude, Gar districts (Languedoc-Rousillon province), Var district (Provence-Alpes-Cote-d'Azur province)",Heavy rains,Lightening,,,,,,123269,Km2,,,,,2014,11,29,2014,12,5,5,,3000,,3000,,242000,303000,"92,5989805738"
2014-0458-CHE,2014,0458,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Switzerland,CHE,Western Europe,Europe,Ticino province,,,,,,,,,Kph,,,,,2014,11,15,2014,11,15,2,,,,,,,,"92,5989805738"
2014-0209-DEU,2014,0209,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Germany,DEU,Western Europe,Europe,"Koeln city (Koeln district), Dusseldorf,Krefeld, Essen cities (Dusseldorf district) (Nordrhein-Westfalen provinces)",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,6,,,,,,,,"92,5989805738"
2014-0381-DEU,2014,0381,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,Germany,DEU,Western Europe,Europe,Nordrhein-Westfalen province,,,,,,,,,Kph,,,,,2014,7,28,2014,7,29,2,1,,,1,,190000,400000,"92,5989805738"
2014-0209-FRA,2014,0209,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,France,FRA,Western Europe,Europe,"Bordeaux city (Gironde district, Aquitaine province), Cognac city (Charente district, Poitou-Charentes province) ; Languedoc region (Languedoc-Rousillon province)",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,,,,,,,,,"92,5989805738"
2014-0462-FRA,2014,0462,Natural,Hydrological,Flood,Riverine flood,,,Waiting,France,FRA,Western Europe,Europe,"Gard, Lozere, Herault districts (Languedoc-Rousillon province)",Heavy rains,,,,,,,39709,Km2,,,,,2014,11,13,2014,11,16,5,,,,,,,,"92,5989805738"
2014-0174-GRC,2014,0174,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Greece,GRC,Southern Europe,Europe,"Limnos Island (Lesvou district, Voreio Aigaio province), Samothrace Island (Evrou district, Anatoliki Makedonnia Kai Thraki province)",,,,,,,,7,Richter,40.2893,25.3889,11:25,,2014,5,24,2014,5,24,3,2,75000,,75002,,,450000,"92,5989805738"
2014-0329-HRV,2014,0329,Natural,Hydrological,Flood,Flash flood,,,Affected,Croatia,HRV,Southern Europe,Europe,"Sisak, Hrvatska Kostajnica cities (Sisak-moslavina province), Karlovac city (Karlovac province), Nedelisce (Medimurje province)",Heavy rains,,,,,,,,Km2,,,,,2014,9,14,2014,9,15,,,2000,,2000,,,,"92,5989805738"
2014-0164-HRV,2014,0164,Natural,Hydrological,Flood,Riverine flood,,,Declar,Croatia,HRV,Southern Europe,Europe,Vukovar-Srijem province,,,,,,Yes,,,Km2,,,,,2014,5,15,2014,5,20,3,,7116,,7116,,,,"92,5989805738"
2014-0326-HUN,2014,0326,Natural,Hydrological,Flood,Riverine flood,,,Affected,Hungary,HUN,Eastern Europe,Europe,"Vas, Zala, Gyor-Moson-Sopron, Jasz-Nagykun-Szolnok, Veszprem, Baranya, Bacs-Kiskun, Nograd, Fejer provinces",Heavy and unseasonal rain,,,,,,,,Km2,,,,"Drava, Lajta, Mura, Raba, Zala",2014,9,14,2014,9,26,,,6500,,6500,,,,"92,5989805738"
2014-0252-ITA,2014,0252,Natural,Hydrological,Flood,Flash flood,,,Affected,Italy,ITA,Southern Europe,Europe,"Senigallia, Chiaravalle towns (Ancona district, Marche province)",Torrential rain,,,,,,,11256,Km2,,,,"Triponzio, Misa",2014,5,2,2014,5,10,3,,8010,,8010,,,120000,"92,5989805738"
2014-0496-MKD,2014,0496,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Velmej, Brezhani, Mramorec, Turje, Ozdoleni i Soshani, Vrbjani cities (Belcista district, Ohrid province), Leskovec, Sirula, Kuratica cities (Kosel district, Ohrid province), Mislodezhda, Delogozhda, Koroshishta, Dzepin cities (Delogozdi district, Struga province), Selci, Zbazhdi, Lokov, R'janovo, Burinec cities (Lukovo district, Struga province), Gorna Belica city (Vevcani district, Struga province), Dolna Belitsa city (Velesta district, Struga province), Mali Vlaj, Radozhda cities (Struga district, Struga province), Dolno Tateshi city (Velesta district, Struga province), Dzepiste, Dolno i Gorno Kosovrasti cities (Debar district, Debar province) , Kodzadzik city (Centar Zupa district, Debar province), Tanusevci city (Cucer-Sandevo district, Skopje province), Tomino Selo, Slatina, Inche cities (Makedonski Brod district, Brod province), Benche city (Samokov district, Brod province), D. Dusegubica, G. Dusegubica cities (Drugovo district, Kicevo province), Kumanovo province",Heavy snow falls,,,,,,,,°C,,,,,2014,12,28,2015,1,3,,,8800,,8800,,,,"92,5989805738"
2015-0318-MKD,2015,0318,Natural,Hydrological,Flood,Flash flood,,,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Sipkotvitsa, Dzepciste district (Tetovo province); Mala Rechitsa, Golema Rechitsa, Poroj villages, Tetovo city (Tetovo district, Tetovo province)",Torrential rain,Storm,"Slide (land, mud, snow, rock)",,,,,5957,Km2,41.7575,21.19,,Pena river,2015,8,3,2015,8,5,7,30,5000,,5030,,,87000,"92,7088219861"
2015-0081-ITA,2015,0081,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,Italy,ITA,Southern Europe,Europe,"Milano district (Lombardia province), Toscane, Liguria, Abruzzi, Umbria, Marche, Puglia, Campania, Emilia-Romagna provinces",,Snow/ice,Flood,,,,,200,Kph,,,,,2015,3,2,2015,3,9,3,,,,,,276000,869000,"92,7088219861"
2015-0465-ITA,2015,0465,Natural,Hydrological,Flood,Flash flood,,,Affected,Italy,ITA,Southern Europe,Europe,"L'Aquila district (Abruzzi province), Tivoli city (Roma district, Lazio province), Frosinone district (Lazio province); Benevento (Campania region); Palermo, Messina, Trapani districts (Sicilia province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,10,14,2015,10,16,4,,50,,50,,,163000,"92,7088219861"
2015-0525-GBR,2015,0525,Natural,Meteorological,Storm,Convective storm,,Storm Desmond (Ted),Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Lancashire, Cumbria district (England province); Kendal, Keswick, Appleby cities (Cumbria district) Hexham (Northumberland district) (England province)",,Flood,,,,,,,Kph,,,,,2015,12,4,2015,12,6,3,,15600,,15600,,884000,1200000,"92,7088219861"
2015-0525-IRL,2015,0525,Natural,Meteorological,Storm,Convective storm,,Storm Desmond (Ted),Affected,Ireland,IRL,Northern Europe,Europe,Monaghan province,,Flood,,,,,,,Kph,,,,,2015,12,6,2015,12,6,1,,,,,,,,"92,7088219861"
2015-0447-ESP,2015,0447,Natural,Hydrological,Flood,Flash flood,,,Affected,Spain,ESP,Southern Europe,Europe,"Valencia/València, Alicante districts (Comunitat Valenciana province), Murcia district (Región de Murcia province), Almería, Granada districts (Andalucía province)",,,,,,,,,Km2,,,,,2015,9,7,2015,9,7,4,,150,,150,,,2000,"92,7088219861"
2015-0532-ESP,2015,0532,Natural,Hydrological,Flood,Flash flood,,,Waiting,Spain,ESP,Southern Europe,Europe,"Agramunt municipality (Lleida district, Cataluña/Catalunya province)",,,,,,,,,Km2,,,,Sio river,2015,11,1,2015,11,3,4,,,,,,,,"92,7088219861"
2015-0451-FRA,2015,0451,Natural,Hydrological,Flood,Flash flood,,,Kill,France,FRA,Western Europe,Europe,"Cote d'Azur region (Alpes-maritimes, Var districts, Provence-Alpes-Cote-d'Azur province)",Torrential rain,,,,,,,2896,Km2,43.377,6.53,,,2015,10,3,2015,10,4,20,,,,,,652000,924000,"92,7088219861"
2015-0434-FRA,2015,0434,Natural,Meteorological,Storm,Convective storm,,,Affected,France,FRA,Western Europe,Europe,"Aube, Ardennes districts (Champagne-Ardenne province), Ain district (Rhone-Alpes province)",,,,,,,,130,Kph,,,,,2015,9,16,2015,9,16,3,,750,,750,,,,"92,7088219861"
2015-0410-FRA,2015,0410,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,,,,,,40,°C,,,,,2015,6,29,2015,8,9,3275,,,,,,,,"92,7088219861"
2015-0561-GBR,2015,0561,Natural,Hydrological,Flood,Riverine flood,,,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"York city (North Yorkshire district, England province) ; Lancashire, Greater Manchester districts (England province), Humberside, North Yorkshire, South Yorkshire, West Yorkshire district (Yorkshire, England province)","Heavy rains, Storms Eva ad Franck",,,,,,,,Km2,,,,"Calder, Ribble, Nidd, Irwell, Ouse, Foss, Aire rivers",2015,12,26,2015,12,26,,,48000,,48000,,1000000,1200000,"92,7088219861"
2015-0038-GRC,2015,0038,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Greece,GRC,Southern Europe,Europe,"Nafpaktos city (Aitolias Kai Akarnanias district, Dytiki Ellada province), Ioannina airport (Ioanninon district, Ipeiros province), Artis district (Ipeiros province), Evrytanias district (Sterea Ellada province), Thessalia, Anatoliki Makedonia Kai Thraki, Dytiki Makedonia provinces",,,,,,,,,Km2,,,,,2015,1,30,2015,2,1,,,,,,,,,"92,7088219861"
