Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Thu, 15 Oct 2020 02:11:23 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2000-0269-BLR,2000,0269,Natural,Meteorological,Extreme temperature,Cold wave,,,SigDam,Belarus,BLR,Eastern Europe,Europe,"Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk provinces",,,,,,,,,°C,,,,,2000,5,,2000,5,,,,,,,,,30300,"67,3557589793"
2000-0672-CHE,2000,0672,Natural,Hydrological,Landslide,,,,Kill,Switzerland,CHE,Western Europe,Europe,Gondo town (Valais Province),,,,,,,,,,,,,,2000,10,13,2000,10,13,16,,1500,,1500,,165000,330000,"67,3557589793"
2000-0167-CZE,2000,0167,Natural,Hydrological,Flood,Riverine flood,,,Affect,Czech Republic (the),CZE,Eastern Europe,Europe,"Stredocesky,Praha provinces (Center), Jihocesky, Severocesky, Zapadocesky provinces (West)",,,,,,,,,Km2,,,,,2000,3,8,2000,3,13,,,,,,,55000,80000,"67,3557589793"
1998-0608-RUS,1998,0608,Natural,Hydrological,Flood,Riverine flood,,,Affected,Russian Federation (the),RUS,Eastern Europe,Europe,Coast of Azov Sea to Krasnodar Kuban region,Snowmelt,Broken Dam/Burst bank,,,No,No,,,Km2,,,,,1998,2,18,1998,3,7,1,,88000,,88000,,,13000,"63,7604552374"
1998-0436-ESP,1998,0436,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Kill,Spain,ESP,Southern Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,1,1,1998,1,6,,,,,,,,1000,"63,7604552374"
1998-0436-FRA,1998,0436,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Kill,France,FRA,Western Europe,Europe,"Bretagne, Ouest de la France",,,,,No,No,,150,Kph,,,,,1998,1,1,1998,1,6,6,,690,,690,,130000,150000,"63,7604552374"
1998-0441-GBR,1998,0441,Natural,Hydrological,Flood,Riverine flood,,,SigDam,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Norhtampton, Worcestershire, Warwickshire, Avon",,,,,No,No,,,Km2,,,,Avon,1998,4,9,1998,4,10,5,,300,,300,,249500,500000,"63,7604552374"
1998-0419-GBR,1998,0419,Natural,Meteorological,Storm,,,,SigDam,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,,,,,,No,No,,175,Kph,,,,,1998,12,24,1998,12,25,8,,250000,,250000,,165000,200000,"63,7604552374"
1998-0451-GBR,1998,0451,Natural,Meteorological,Storm,,,,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,Wales,,,,,,,,130,Kph,,,,,1998,10,24,1998,10,24,12,,,,,,166400,665400,"63,7604552374"
1998-0419-IRL,1998,0419,Natural,Meteorological,Storm,,,,SigDam,Ireland,IRL,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,12,24,1998,12,25,2,,,,,,,50,"63,7604552374"
1998-0436-NLD,1998,0436,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Kill,Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,1,1,1998,1,6,,,,,,,,100,"63,7604552374"
1998-0408-ROU,1998,0408,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Romania,ROU,Eastern Europe,Europe,"Jasi, Bucarest Departments",,,,,,,,,°C,,,,,1998,11,18,1998,11,18,60,,1700,,1700,,,,"63,7604552374"
1998-0406-RUS,1998,0406,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Russian Federation (the),RUS,Eastern Europe,Europe,Kazakstan border,,,,,No,No,,-35,°C,,,,,1998,11,16,1998,12,28,69,263,,,263,,,,"63,7604552374"
1998-9197-RUS,1998,9197,Natural,Climatological,Drought,Drought,,,Affected,Russian Federation (the),RUS,Eastern Europe,Europe,Tartarstan,,,,,No,No,,7900,Km2,,,,,1998,7,,1998,,,,,,,,,,,"63,7604552374"
1999-0450-FRA,1999,0450,Natural,Hydrological,Flood,Flash flood,,,Kill,France,FRA,Western Europe,Europe,"Aude, Tarn, Herault, Pyrenees-Orientales",Brief torrential rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1999,11,12,1999,11,15,36,5,3000,,3005,,382000,500000,"65,1555468615"
1999-0571-FRA,1999,0571,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Kill,France,FRA,Western Europe,Europe,"South-Western, Western",,"Slide (land, mud, snow, rock)",,,No,No,,200,Kph,,,,,1999,12,26,1999,12,28,88,11,3400000,,3400011,,4450000,8000000,"65,1555468615"
1999-0203-HUN,1999,0203,Natural,Hydrological,Flood,Riverine flood,,,Affect,Hungary,HUN,Eastern Europe,Europe,Heves conty (Nord-Eastern),Rain storms,"Slide (land, mud, snow, rock)",,Yes,No,No,,2370,Km2,,,,,1999,7,9,1999,7,16,8,,41441,1354,42795,,11000,128400,"65,1555468615"
1999-0638-ESP,1999,0638,Natural,Geophysical,Earthquake,Ground movement,,,SigDam,Spain,ESP,Southern Europe,Europe,"Mula, Puebla de Mula",,,,,,,,6,Richter,38.193,-1.566,13:45,,1999,2,2,1999,2,2,,20,,,20,,,44004,"65,1555468615"
1999-0611-ESP,1999,0611,Natural,Meteorological,Storm,Extra-tropical storm,,Martin,Kill,Spain,ESP,Southern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,27,1999,12,28,6,,,,,,24000,100000,"65,1555468615"
1999-9149-ESP,1999,9149,Natural,Climatological,Drought,Drought,,,Affected,Spain,ESP,Southern Europe,Europe,"Andalousie, Estrémadure, Castille (centre), Levant (Murcie, Valence, Catalogne, Aragon",,,,,No,No,,,Km2,,,,,1999,4,,1999,,,,,,,,,,3200000,"65,1555468615"
1999-0052-FRA,1999,0052,Natural,Hydrological,Landslide,Avalanche,,,Kill,France,FRA,Western Europe,Europe,Hameaux de Montroc et Du Tour,,,,,No,No,,,,,,,,1999,2,9,1999,2,9,11,,200,60,260,,,10790,"65,1555468615"
1999-0611-FRA,1999,0611,Natural,Meteorological,Storm,Extra-tropical storm,,Martin,Kill,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,27,1999,12,28,8,,,,,2450000,,4000000,"65,1555468615"
1999-0642-FRA,1999,0642,Natural,Climatological,Wildfire,Forest fire,,,SigDam,France,FRA,Western Europe,Europe,Alpilles,,,,,,,,24,Km2,,,,,1999,7,22,1999,7,22,,,,6,6,,,,"65,1555468615"
1999-0021-FRA,1999,0021,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,Hyeres,,,,,,,,7,Km2,,,,,1999,1,18,1999,1,18,,,900,200,1100,,,,"65,1555468615"
1999-0202-FRA,1999,0202,Natural,Meteorological,Storm,,,,Affect,France,FRA,Western Europe,Europe,Paris,,,,,,,,,Kph,,,,,1999,5,30,1999,5,30,3,20,100000,,100020,,,,"65,1555468615"
1999-0643-FRA,1999,0643,Natural,Hydrological,Flood,,,,Declar/Int,France,FRA,Western Europe,Europe,Doubs,,,,,,,,,Km2,,,,,1999,2,,1999,2,,,,,,,,,,"65,1555468615"
1999-0091-GBR,1999,0091,Natural,Hydrological,Flood,Riverine flood,,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Malton,Old Malton, Norton, Pickering, Stamford Bridge, Elvington towns (North and East Yorkshire)",Heavy rain and snow melt,,,,No,No,,,Km2,,,,River Derwent,1999,3,7,1999,3,13,,,330,,330,,,32680,"65,1555468615"
1999-0571-GBR,1999,0571,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,25,1999,12,27,8,,200,,200,,,100000,"65,1555468615"
1999-0590-GBR,1999,0590,Natural,Meteorological,Storm,Extra-tropical storm,,Anatol,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,4,1999,12,5,3,,,,,,,1000,"65,1555468615"
1999-0302-GRC,1999,0302,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Greece,GRC,Southern Europe,Europe,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi",,,,Yes,,,1143,6,Richter,38.119,23.605,14:56,,1999,9,7,1999,9,7,143,2000,113031,108,115139,,,4200000,"65,1555468615"
1999-0056-HUN,1999,0056,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,Hungary,HUN,Eastern Europe,Europe,,,,,,,,,100,Kph,,,,,1999,2,,1999,2,,40,,,,,,,,"65,1555468615"
1999-0064-HUN,1999,0064,Natural,Hydrological,Flood,Riverine flood,,,Affect,Hungary,HUN,Eastern Europe,Europe,"North-Eastern, South-Eastern",Heavy rain,,,,No,No,,6000,Km2,,,,,1999,2,21,1999,3,18,,,90000,700,90700,,,165000,"65,1555468615"
1999-0571-IRL,1999,0571,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Kill,Ireland,IRL,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,25,1999,12,27,8,,,,,,,100000,"65,1555468615"
1999-0052-ITA,1999,0052,Natural,Hydrological,Landslide,Avalanche,,,Kill,Italy,ITA,Southern Europe,Europe,,,,,,No,No,,,,,,,,1999,1,9,1999,2,28,1,,,,,,,5510,"65,1555468615"
1999-0640-ITA,1999,0640,Natural,Climatological,Wildfire,Forest fire,,,SigDam,Italy,ITA,Southern Europe,Europe,"Sardaigne, Calabre, Ligurie",,,,,,,,324,Km2,,,,,1999,7,,1999,7,,,,,,,,,,"65,1555468615"
1999-0590-LTU,1999,0590,Natural,Meteorological,Storm,Extra-tropical storm,,Anatol,Kill,Lithuania,LTU,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,4,1999,12,5,2,,,,,,,500,"65,1555468615"
1999-0702-LTU,1999,0702,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Lithuania,LTU,Northern Europe,Europe,,,,,,,,,,°C,,,,,1999,6,14,1999,6,14,32,,,,,,,,"65,1555468615"
1999-0590-LVA,1999,0590,Natural,Meteorological,Storm,Extra-tropical storm,,Anatol,Kill,Latvia,LVA,Northern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,4,1999,12,5,6,,,,,,,500,"65,1555468615"
1999-0492-MDA,1999,0492,Natural,Biological,Epidemic,Bacterial disease,,,Affect,Moldova (the Republic of),MDA,Eastern Europe,Europe,Kishnev District,,,,,,,,,Vaccinated,,,,,1999,8,,1999,8,,,,1647,,1647,,,,"65,1555468615"
1999-0194-MDA,1999,0194,Natural,Hydrological,Flood,,,,Affect,Moldova (the Republic of),MDA,Eastern Europe,Europe,"Unghni, Nisporeni, Calarashi",,,,,,,,29,Km2,,,,,1999,3,15,1999,3,15,,,960,753,1713,,,4000,"65,1555468615"
1999-0494-NLD,1999,0494,Natural,Biological,Epidemic,Parasitic disease,,Legionellosis,Kill,Netherlands (the),NLD,Western Europe,Europe,Bokenkarspel,flower show in the north,,,,No,No,,,Vaccinated,,,,,1999,2,12,1999,3,18,13,,200,,200,,,,"65,1555468615"
1999-0590-POL,1999,0590,Natural,Meteorological,Storm,Extra-tropical storm,,Anatol,Kill,Poland,POL,Eastern Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,4,1999,12,5,3,,,,,,10000,10000,"65,1555468615"
1999-0613-POL,1999,0613,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Poland,POL,Eastern Europe,Europe,,,,,,,,,-27,°C,,,,,1999,10,,1999,10,,154,,,,,,,,"65,1555468615"
1999-0230-ROU,1999,0230,Natural,Hydrological,Flood,Riverine flood,,,Kill,Romania,ROU,Eastern Europe,Europe,,,,,,No,No,,,Km2,,,,,1999,6,22,1999,7,16,19,3,4578,90,4671,,,10000,"65,1555468615"
1999-0231-ROU,1999,0231,Natural,Hydrological,Flood,Riverine flood,,,Kill,Romania,ROU,Eastern Europe,Europe,Northern and western,Heavy rain,,,,No,No,454,,Km2,,,,"Siret, Somes, and Riul Mare Rivers",1999,7,9,1999,7,16,15,22,3840,500,4362,,,50000,"65,1555468615"
1999-0504-ROU,1999,0504,Natural,Biological,Epidemic,Bacterial disease,,,Kill,Romania,ROU,Eastern Europe,Europe,"Suceava, Iasi, Bacau, Neamt, Constanta, Botosan",,,,,,,,,Vaccinated,,,,,1999,6,,1999,6,,,,4743,,4743,,,,"65,1555468615"
1999-0085-ROU,1999,0085,Natural,Hydrological,Landslide,,,,Affect,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,,,,,,1999,3,,1999,3,,,,,330,330,,,,"65,1555468615"
1999-0047-RUS,1999,0047,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,"Makhachkala (Dagestan, Causacus)",,,,,,,,3,Richter,42.962,46.954,02:27,,1999,2,2,1999,2,2,,,6000,240,6240,,,900,"65,1555468615"
1999-0601-RUS,1999,0601,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,Kizilyurt area (Dagestan),,,,,No,No,,7,Richter,43.21 N,46.82 E,,,1999,2,21,1999,2,21,1,20,,5000,5020,,,,"65,1555468615"
1999-0399-RUS,1999,0399,Natural,Hydrological,Flood,Riverine flood,,,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,"Choïa District, Altai Republic (Sibérie)",,,,,,,,,Km2,,,,,1999,10,,1999,10,,,,,1200,1200,,,,"65,1555468615"
1999-0299-RUS,1999,0299,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Russian Federation (the),RUS,Eastern Europe,Europe,"Primorié Région, Ile de Sakhaline (Sibérie)",,,,,,,,,Kph,,,,,1999,9,1,1999,9,1,12,,,,,,,,"65,1555468615"
1999-0068-RUS,1999,0068,Natural,Meteorological,Extreme temperature,Cold wave,,,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,"Kamchatkam, Magadam, Stukotka",,,,,,,,-50,°C,,,,,1999,1,,1999,1,,,,725000,,725000,,,,"65,1555468615"
1999-0627-RUS,1999,0627,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Russian Federation (the),RUS,Eastern Europe,Europe,Moscou,,,,,,,,,°C,,,,,1999,12,,1999,12,,162,246,,,246,,,,"65,1555468615"
1999-0128-RUS,1999,0128,Natural,Climatological,Wildfire,Forest fire,,,Unknown,Russian Federation (the),RUS,Eastern Europe,Europe,"Vladivostok, Kharbarovsk, Birobijan",,,,,,,,22,Km2,,,,,1999,4,,1999,4,,,,,,,,,,"65,1555468615"
1999-0274-RUS,1999,0274,Natural,Climatological,Wildfire,Forest fire,,,SigDis,Russian Federation (the),RUS,Eastern Europe,Europe,"Central, North-Western Siberian And Far-Eastern Regions Of Russian Federation",,,,,,,,5861,Km2,,,,,1999,7,,1999,7,,,,,,,,,113336,"65,1555468615"
1999-0505-RUS,1999,0505,Natural,Biological,Epidemic,Viral disease,,West Nile fever,Kill,Russian Federation (the),RUS,Eastern Europe,Europe,Volgograd Region,,,,,,,,,Vaccinated,,,,,1999,9,,1999,9,,33,,526,,526,,,,"65,1555468615"
1999-0648-RUS,1999,0648,Natural,Biological,Epidemic,Viral disease,,Acute hepatitis A,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,"Primorskiy (Chuguyevka village, Partizansk town)",,,,,,,,,Vaccinated,,,,,1999,12,,1999,12,,,,239,,239,,,,"65,1555468615"
2000-0480-RUS,2000,0480,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,Ougklegorsk region (Sakhalinskaya Oblast Province),,"Slide (land, mud, snow, rock)",,,,,,7,Richter,48.786,142.246,1:14,,2000,8,4,2000,8,4,,8,,19100,19108,,,920,"67,3557589793"
2000-0714-GBR,2000,0714,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Larkhill city (Wiltshire district), Bognor Regis village, Selsey city (West Sussex district) (England province) ; West Yorkshire, South Yorkshire, North Yorkshire, Humberside (Yorkshire), West Sussex, East Sussex (Sussex), Kent, Wiltshire, Hamphshire districts (England province)",,Flood,,,,,,150,Kph,,,,,2000,10,28,2000,10,29,12,4,19500,,19504,,1100000,1500000,"67,3557589793"
2000-0699-ESP,2000,0699,Natural,Hydrological,Flood,Flash flood,,,Affect,Spain,ESP,Southern Europe,Europe,"Amposta city (Tarragona district, Cataluña/Catalunya province) ; Zaragoza, Teruel districts (Aragón province), Albacete district (Castilla-La Mancha province) ; Aragón, Región de Murcia, Comunitat Valenciana, Cataluña/Catalunya provinces",Brief torrential rain,,,,,,,26690,Km2,,,,"Ebro, Palancia",2000,10,20,2000,10,26,8,,500,,500,,,75000,"67,3557589793"
2000-0580-ESP,2000,0580,Natural,Climatological,Wildfire,Forest fire,,,SigDis,Spain,ESP,Southern Europe,Europe,"Galicia, Castilla y Leon, Cataluna/Catalunya provinces",,,,,,,,615,Km2,,,,,2000,,,2000,,,,,,,,,,,"67,3557589793"
2000-0359-ESP,2000,0359,Natural,Hydrological,Flood,,,,Affect,Spain,ESP,Southern Europe,Europe,"Aragón, Cataluña/Catalunya, Comunidad Foral de Navarra provinces",,,,,,,,,Km2,,,,,2000,6,10,2000,6,10,16,,500,,500,,,,"67,3557589793"
2000-0814-ESP,2000,0814,Natural,Meteorological,Storm,,,,Waiting,Spain,ESP,Southern Europe,Europe,"Cantabria, Galicia, Principado de Asturias, Castilla y León provinces",,,,,,,,150,Kph,,,,,2000,12,5,2000,12,5,7,2,,,2,,,,"67,3557589793"
2000-0837-ESP,2000,0837,Natural,Meteorological,Storm,,,,Waiting,Spain,ESP,Southern Europe,Europe,"Port Ainé village (Lleida district, Cataluña/Catalunya province), Panticosa (Huesca district, Aragón province) ; Girona district (Cataluña/Catalunya province) ; Cataluña/Catalunya, Comunitat Valenciana province",,,,,,,,112,Kph,,,,,2000,12,29,2000,12,29,7,,,,,,,,"67,3557589793"
2000-0636-FRA,2000,0636,Natural,Meteorological,Storm,Convective storm,Tornado,,Affect,France,FRA,Western Europe,Europe,"Montpellier city (Herault district, Languedoc-Rousillon province), Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,,,,,,100,Kph,,,,,2000,9,19,2000,9,19,6,7,,200,207,,,,"67,3557589793"
2000-0356-FRA,2000,0356,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,"Haute-Garonne, Tar-et-Garonne (Midi-Pyrenee)",,,,,,,,30,Km2,,,,,2000,6,10,2000,6,10,1,,200,,200,,,,"67,3557589793"
2000-0357-FRA,2000,0357,Natural,Hydrological,Flood,,,,Declar/Int,France,FRA,Western Europe,Europe,"Dieppe municipality (Seine-Maritime district, Haute-Normandie province)",,,,,,,,,Km2,,,,,2000,5,,2000,5,,2,10,,,10,,,,"67,3557589793"
2000-0775-FRA,2000,0775,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,"Epaux-Bézu, Coincy villages (Aisne district, Picardie province)",,,,,,,,,Km2,,,,,2000,7,10,2000,7,10,1,,600,,600,,,,"67,3557589793"
2000-0792-FRA,2000,0792,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,Yvelines district (Ile-de-France province),,,,,,,,,Km2,,,,,2000,12,2,2000,12,2,,,600,,600,,,,"67,3557589793"
2000-0812-FRA,2000,0812,Natural,Hydrological,Flood,,,,Declar/Int,France,FRA,Western Europe,Europe,"Finistère, Morbihan districts (Bretagne province)",,,,,,,,,Km2,,,,,2000,12,13,2000,12,13,,,600,,600,,,,"67,3557589793"
2000-0870-FRA,2000,0870,Natural,Hydrological,Flood,,,,Affect,France,FRA,Western Europe,Europe,Alpes-maritimes district (Provence-Alpes-Cote-d'Azure province),,,,,,,,,Km2,,,,,2000,11,,2000,11,,1,2,300,,302,,,,"67,3557589793"
2000-0331-GBR,2000,0331,Natural,Hydrological,Flood,Flash flood,,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,West Yorkshire (North England),,,,,,,,,Km2,,,,,2000,6,,2000,6,,,,240,,240,,,18150,"67,3557589793"
2000-0662-GBR,2000,0662,Natural,Hydrological,Flood,Riverine flood,,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Maidstone, Yalding, Tunbridge Wells, Edenbridge, Datford, Tenterden towns (Kent district, England province), Uckfield, Lewes towns (East Sussex district, England province), West Sussex district (England province), Hampshire district (England province), Devonshire district (England province)",Heavy rains,,,,,,,5300,Km2,,,,,2000,10,11,2000,10,14,,,1000,,1000,,75000,5900000,"67,3557589793"
2000-0248-GBR,2000,0248,Natural,Hydrological,Flood,,,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Lothian (Edinburgh), Grampian (Aberdeenshire) - Scotland region",,,,,,,,,Km2,,,,,2000,4,27,2000,4,27,,,200,,200,,,,"67,3557589793"
2000-0842-GBR,2000,0842,Natural,Meteorological,Storm,,,,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,"Worcestershire (Hereford and Wor district), Somerset city (Somersetshire district), Gloucester city (Gloucestershire district) (England province)",,,,,,,,144,Kph,,,,,2000,12,,2000,12,,4,,600,,600,,,,"67,3557589793"
2000-0856-GBR,2000,0856,Natural,Meteorological,Storm,,,,SigDis,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,Northern Ireland province,,,,,,,,,Kph,,,,,2000,12,27,2000,12,27,,,,,,,,,"67,3557589793"
2000-0303-GRC,2000,0303,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Greece,GRC,Southern Europe,Europe,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)",,,,,,,,6,Richter,38.922,20.64,,,2000,5,26,2000,5,26,,,600,,600,,,,"67,3557589793"
2000-0379-GRC,2000,0379,Natural,Meteorological,Extreme temperature,Heat wave,,,Declar/Int,Greece,GRC,Southern Europe,Europe,"Anatoliki Makedonia Kai Thraki, Attiki, Dytiki Ellada, Dytiki Makedonia, Ionioi Nisoi, Ipeiros, Kentriki Makedonia, Kriti, Peloponnisos, Sterea Ellada, Thessalia, Voreio Aigaio, Notio Aigaio provinces",,,,,,,,44,°C,,,,,2000,7,,2000,7,,27,176,,,176,,,3000,"67,3557589793"
2000-0455-GRC,2000,0455,Natural,Climatological,Wildfire,Forest fire,,,Affect,Greece,GRC,Southern Europe,Europe,"Samos island (Samou district, Voreio Aigaio province), Agioi Theodoroi, Kiato, Korinthias areas (Korinthias district, Peloponnisos province), Diakofto area (Achaias district, Dytiki Ellada province), Thassos island (Kavalas district, Anatoliki Makedonia Kai Thraki province), Chios island (Chiou district, Voreio Aigaio province), Mandra area (Attikis district, Attiki province), Rhode island (Dodekanisou district, Notio Aigaio province), Sterea Ellada, Thessalia provinces",,,,Yes,,,,115,Km2,,,,,2000,7,,2000,7,,2,12,,90,102,,,,"67,3557589793"
2000-0529-GRC,2000,0529,Natural,Climatological,Wildfire,Forest fire,,,Declar/Int,Greece,GRC,Southern Europe,Europe,"Ipeiros province, Arkadias district (Peloponnisos province), Corfu city (Kerkyras district, Ionioi Nisoi province)",,,,,,,,,Km2,,,,,2000,8,24,2000,8,24,7,7,,,7,,,,"67,3557589793"
2000-0708-GRC,2000,0708,Natural,Hydrological,Flood,,,,Affect,Greece,GRC,Southern Europe,Europe,"Corfou Isl. (Kerkyras, Ionioi Nisoi province)",,,,,,,,,Km2,,,,,2000,10,31,2000,10,31,,,600,,600,,,,"67,3557589793"
2000-0742-GRC,2000,0742,Natural,Hydrological,Flood,,,,Affect,Greece,GRC,Southern Europe,Europe,"Athènes city (Attikis district, Attiki province), Corinthe city (Korinthias district, Peloponnisos province)",,,,,,,,,Km2,,,,,2000,11,19,2000,11,19,1,,6000,,6000,,,,"67,3557589793"
2000-0868-HRV,2000,0868,Natural,Hydrological,Flood,Riverine flood,,,Declar/Int,Croatia,HRV,Southern Europe,Europe,"Senj, Otocac cities (Lika-Senj province), Metkovic vity (Dubrovnik-Neretva province)",Heavy rains,,,,,Yes,,,Km2,,,,Neretva,2000,12,28,2000,12,30,,,600,,600,,,,"67,3557589793"
2000-0324-HRV,2000,0324,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Croatia,HRV,Southern Europe,Europe,"Zagreb city (Zagreb province), Split city (Split-dalmatija province), Osijek city (Osijek-baranja province), Rijeka city (Primorje-gorski Kota province)",,,,,,,,35,°C,,,,,2000,6,,2000,6,,40,200,,,200,,,240000,"67,3557589793"
2000-0528-HRV,2000,0528,Natural,Climatological,Wildfire,Forest fire,,,Declar/Int,Croatia,HRV,Southern Europe,Europe,"Split, Omis cities (Split-dalmatija province), Slano, Metkovic cities (Dubrovnik-neretva province)",,,,,,,,203,Km2,,,,,2000,8,,2000,8,,1,,,,,,,17750,"67,3557589793"
2000-0191-HUN,2000,0191,Natural,Hydrological,Flood,Riverine flood,,,Affect,Hungary,HUN,Eastern Europe,Europe,"Borsod-Abauj-Zemplen, Szabolcs-Szatmar-Bereg province, Szolnok city (Jasz-nagykun-Szolnok province)",,,,Yes,,,83,2500,Km2,,,,,2000,4,6,2000,5,1,1,,2000,,2000,,,55000,"67,3557589793"
2000-0488-IRL,2000,0488,Natural,Biological,Epidemic,Viral disease,,,Affect,Ireland,IRL,Northern Europe,Europe,north Dublin city,,,,,No,No,,,Vaccinated,,,,,2000,1,1,2000,7,29,2,,1374,,1374,,,,"67,3557589793"
2000-0679-IRL,2000,0679,Natural,Meteorological,Storm,,,,Regional,Ireland,IRL,Northern Europe,Europe,"Waterford, Cork provinces",,,,,,,,,Kph,,,,,2000,11,,2000,11,,1,,,,,,47000,100000,"67,3557589793"
2000-0076-ISL,2000,0076,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Iceland,ISL,Northern Europe,Europe,"Grimsnes, Selfoss, Eyrarbakki, Stokkseyri city (Arnes provinces)",,,,,,,,7,Richter,63.98,-20.758,,,2000,6,21,2000,6,21,,,72,36,108,,,12000,"67,3557589793"
